number,group,opened_at_dt,next_dt_hours,impact_num,urgency_num,O_first_update_hours,X_backlog_30d,C_throughput_30d,C_capacity_proxy,C_prior_mean_resolution,H_prior_open_30d,H_prior_open_90d,H_prior_mean_duration_90d,next_Y_hours,delta_lt_24
INC0000116,Group 27,2016-02-29 09:20:00,0.6666666666666666,2.0,2.0,0.05,1,0,0.5,,1,1,,335.81666666666666,1
INC0000119,Group 24,2016-02-29 09:22:00,1.0833333333333333,2.0,2.0,0.15,1,0,0.5,,1,1,,22.633333333333333,1
INC0000121,Group 23,2016-02-29 09:25:00,1.8,2.0,2.0,0.05,1,0,0.5,,1,1,,5.5,1
INC0000122,Group 70,2016-02-29 09:27:00,0.06666666666666667,2.0,2.0,0.11666666666666667,22,0,0.043478260869565216,,22,22,,23.016666666666666,1
INC0000123,Group 54,2016-02-29 09:29:00,0.03333333333333333,2.0,2.0,0.15,7,0,0.125,,7,7,,53.43333333333333,1
INC0000124,Group 33,2016-02-29 09:30:00,4.883333333333334,2.0,2.0,0.15,0,0,1.0,,0,0,,243.4,1
INC0000125,Group 70,2016-02-29 09:31:00,0.15,2.0,2.0,0.06666666666666667,23,0,0.041666666666666664,,23,23,,531.8333333333334,1
INC0000126,Group 54,2016-02-29 09:31:00,0.35,2.0,2.0,0.18333333333333332,8,0,0.1111111111111111,,8,8,,53.1,1
INC0000128,Group 12,2016-02-29 09:36:00,2.7333333333333334,2.0,2.0,0.06666666666666667,0,0,1.0,,0,0,,297.05,1
INC0000129,Group 70,2016-02-29 09:40:00,0.03333333333333333,2.0,2.0,0.13333333333333333,24,0,0.04,,24,24,,77.6,1
INC0000131,Group 66,2016-02-29 09:41:00,4.583333333333333,2.0,2.0,0.0,3,0,0.25,,3,3,,6473.85,1
INC0000130,Group 72,2016-02-29 09:41:00,0.05,2.0,2.0,0.0,0,0,1.0,,0,0,,70.61666666666666,1
INC0000132,Group 70,2016-02-29 09:42:00,0.05,2.0,2.0,0.13333333333333333,25,0,0.038461538461538464,,25,25,,6.533333333333333,1
INC0000134,Group 72,2016-02-29 09:44:00,6.516666666666667,3.0,3.0,0.0,1,0,0.5,,1,1,,166.98333333333332,1
INC0000135,Group 70,2016-02-29 09:45:00,0.05,2.0,2.0,0.0,26,0,0.037037037037037035,,26,26,,1.25,1
INC0000137,Group 70,2016-02-29 09:48:00,0.03333333333333333,2.0,2.0,0.06666666666666667,27,0,0.03571428571428571,,27,27,,24.1,1
INC0000139,Group 70,2016-02-29 09:50:00,0.016666666666666666,2.0,2.0,0.43333333333333335,28,0,0.034482758620689655,,28,28,,74.13333333333334,1
INC0000140,Group 70,2016-02-29 09:51:00,0.43333333333333335,2.0,2.0,0.05,29,0,0.03333333333333333,,29,29,,47.86666666666667,1
INC0000141,Group 54,2016-02-29 09:52:00,0.08333333333333333,2.0,2.0,0.03333333333333333,9,0,0.1,,9,9,,53.03333333333333,1
INC0000146,Group 54,2016-02-29 09:57:00,0.05,2.0,2.0,0.08333333333333333,10,0,0.09090909090909091,,10,10,,53.0,1
INC0000148,Group 54,2016-02-29 10:00:00,0.016666666666666666,2.0,2.0,0.06666666666666667,11,0,0.08333333333333333,,11,11,,53.0,1
INC0000147,Group 27,2016-02-29 10:00:00,0.4,2.0,2.0,0.13333333333333333,2,0,0.3333333333333333,,2,2,,6.0,1
INC0000149,Group 54,2016-02-29 10:01:00,0.15,2.0,2.0,0.08333333333333333,12,0,0.07692307692307693,,12,12,,52.75,1
INC0000152,Group 30,2016-02-29 10:08:00,4.483333333333333,2.0,2.0,0.13333333333333333,0,0,1.0,,0,0,,162.58333333333334,1
INC0000153,Group 54,2016-02-29 10:10:00,0.03333333333333333,2.0,2.0,0.016666666666666666,13,0,0.07142857142857142,,13,13,,52.833333333333336,1
INC0000155,Group 54,2016-02-29 10:12:00,0.03333333333333333,2.0,2.0,0.016666666666666666,14,0,0.06666666666666667,,14,14,,52.8,1
INC0000156,Group 54,2016-02-29 10:14:00,0.05,2.0,2.0,0.06666666666666667,15,0,0.0625,,15,15,,52.81666666666667,1
INC0000158,Group 54,2016-02-29 10:17:00,0.21666666666666667,2.0,2.0,0.3333333333333333,16,0,0.058823529411764705,,16,16,,52.6,1
INC0000159,Group 70,2016-02-29 10:17:00,0.016666666666666666,2.0,2.0,0.08333333333333333,30,0,0.03225806451612903,,30,30,,191.06666666666666,1
INC0000164,Group 70,2016-02-29 10:18:00,0.15,2.0,2.0,0.0,31,0,0.03125,,31,31,,0.5833333333333334,1
INC0000161,Group 70,2016-02-29 10:18:00,0.0,2.0,2.0,0.2,31,0,0.03125,,31,31,,76.26666666666667,1
INC0000166,Group 27,2016-02-29 10:24:00,1.7833333333333334,2.0,2.0,0.06666666666666667,3,0,0.25,,3,3,,3.95,1
INC0000168,Group 24,2016-02-29 10:27:00,10.55,2.0,2.0,0.2,2,0,0.3333333333333333,,2,2,,0.9166666666666666,1
INC0000167,Group 70,2016-02-29 10:27:00,0.1,2.0,2.0,0.0,33,0,0.029411764705882353,,33,33,,435.18333333333334,1
INC0000169,Group 54,2016-02-29 10:30:00,0.16666666666666666,2.0,2.0,0.06666666666666667,17,0,0.05555555555555555,,17,17,,52.45,1
INC0000171,Group 70,2016-02-29 10:33:00,0.05,2.0,2.0,0.0,34,0,0.02857142857142857,,34,34,,7.8,1
INC0000172,Group 70,2016-02-29 10:36:00,0.05,2.0,2.0,0.03333333333333333,35,0,0.027777777777777776,,35,35,,50.36666666666667,1
INC0000173,Group 65,2016-02-29 10:36:00,2.1166666666666667,3.0,2.0,0.05,1,0,0.5,,1,1,,296.78333333333336,1
INC0000174,Group 70,2016-02-29 10:39:00,0.1,2.0,2.0,0.21666666666666667,36,0,0.02702702702702703,,36,36,,1.1666666666666667,1
INC0000176,Group 54,2016-02-29 10:40:00,0.3333333333333333,2.0,2.0,0.06666666666666667,18,0,0.05263157894736842,,18,18,,52.25,1
INC0000178,Group 70,2016-02-29 10:45:00,0.21666666666666667,2.0,2.0,0.0,37,0,0.02631578947368421,,37,37,,0.06666666666666667,1
INC0000179,Group 28,2016-02-29 10:46:00,3.15,2.0,2.0,0.18333333333333332,0,0,1.0,,0,0,,46.03333333333333,1
INC0000192,Group 70,2016-02-29 10:58:00,0.016666666666666666,2.0,2.0,0.0,38,0,0.02564102564102564,,38,38,,29.066666666666666,1
INC0000194,Group 70,2016-02-29 10:59:00,0.05,2.0,2.0,0.0,39,0,0.025,,39,39,,744.1833333333333,1
INC0000193,Group 70,2016-02-29 10:59:00,0.0,2.0,2.0,0.4666666666666667,39,0,0.025,,39,39,,0.2,1
INC0000195,Group 54,2016-02-29 11:00:00,3.466666666666667,2.0,2.0,0.06666666666666667,19,0,0.05,,19,19,,50.333333333333336,1
INC0000197,Group 70,2016-02-29 11:02:00,0.2833333333333333,2.0,2.0,0.25,41,0,0.023809523809523808,,41,41,,8.933333333333334,1
INC0000204,Group 23,2016-02-29 11:13:00,2.8833333333333333,3.0,3.0,0.48333333333333334,2,0,0.3333333333333333,,2,2,,330.31666666666666,1
INC0000207,Group 70,2016-02-29 11:19:00,0.06666666666666667,2.0,2.0,0.0,42,0,0.023255813953488372,,42,42,,67.38333333333334,1
INC0000211,Group 70,2016-02-29 11:23:00,0.03333333333333333,2.0,2.0,0.0,43,0,0.022727272727272728,,43,43,,1.4666666666666666,1
INC0000213,Group 70,2016-02-29 11:25:00,0.38333333333333336,2.0,2.0,0.0,44,0,0.022222222222222223,,44,44,,189.65,1
INC0000217,Group 70,2016-02-29 11:48:00,0.08333333333333333,2.0,2.0,0.36666666666666664,45,0,0.021739130434782608,,45,45,,1.7166666666666666,1
INC0000218,Group 70,2016-02-29 11:53:00,0.05,2.0,2.0,0.05,46,0,0.02127659574468085,,46,46,,221.46666666666667,1
INC0000220,Group 70,2016-02-29 11:56:00,0.03333333333333333,2.0,2.0,0.05,47,0,0.020833333333333332,,47,47,,50.13333333333333,1
INC0000221,Group 70,2016-02-29 11:58:00,0.05,2.0,2.0,0.0,48,0,0.02040816326530612,,48,48,,68.93333333333334,1
INC0000223,Group 70,2016-02-29 12:01:00,0.4166666666666667,2.0,2.0,0.1,49,0,0.02,,49,49,,0.8333333333333334,1
INC0000228,Group 27,2016-02-29 12:11:00,21.716666666666665,2.0,2.0,0.5166666666666667,4,0,0.2,,4,4,,150.36666666666667,1
INC0000230,Group 34,2016-02-29 12:14:00,191.0,2.0,2.0,0.31666666666666665,0,0,1.0,,0,0,,366.15,0
INC0000232,Group 12,2016-02-29 12:20:00,0.4666666666666667,3.0,3.0,0.0,1,0,0.5,,1,1,,9.666666666666666,1
INC0000236,Group 70,2016-02-29 12:26:00,0.016666666666666666,2.0,2.0,0.0,50,0,0.0196078431372549,,50,50,,25.616666666666667,1
INC0000237,Group 70,2016-02-29 12:27:00,0.23333333333333334,2.0,2.0,0.0,51,0,0.019230769230769232,,51,51,,95.25,1
INC0000246,Group 70,2016-02-29 12:41:00,0.15,2.0,2.0,0.03333333333333333,52,0,0.018867924528301886,,52,52,,45.81666666666667,1
INC0000250,Group 65,2016-02-29 12:43:00,6.966666666666667,2.0,2.0,0.0,2,0,0.3333333333333333,,2,2,,50.53333333333333,1
INC0000253,Group 25,2016-02-29 12:43:00,2.0166666666666666,2.0,2.0,0.35,2,0,0.3333333333333333,,2,2,,48.46666666666667,1
INC0000257,Group 12,2016-02-29 12:48:00,1.2666666666666666,2.0,2.0,0.9,2,0,0.3333333333333333,,2,2,,43.88333333333333,1
INC0000259,Group 70,2016-02-29 12:50:00,0.15,2.0,2.0,0.4166666666666667,53,0,0.018518518518518517,,53,53,,44.36666666666667,1
INC0000260,Group 69,2016-02-29 12:52:00,19.8,2.0,2.0,0.0,0,0,1.0,,0,0,,53.016666666666666,1
INC0000261,Group 3,2016-02-29 12:54:00,0.7,1.0,1.0,0.06666666666666667,0,0,1.0,,0,0,,193.98333333333332,1
INC0000262,Group 70,2016-02-29 12:59:00,0.25,2.0,2.0,0.23333333333333334,54,0,0.01818181818181818,,54,54,,50.25,1
INC0000265,Group 70,2016-02-29 13:14:00,0.06666666666666667,2.0,2.0,0.0,55,0,0.017857142857142856,,55,55,,99.1,1
INC0000266,Group 70,2016-02-29 13:18:00,0.3,2.0,2.0,0.03333333333333333,56,0,0.017543859649122806,,56,56,,97.03333333333333,1
INC0000268,Group 29,2016-02-29 13:24:00,2.5,2.0,2.0,0.08333333333333333,0,0,1.0,,0,0,,88.06666666666666,1
INC0000273,Group 70,2016-02-29 13:36:00,0.23333333333333334,2.0,2.0,0.21666666666666667,57,0,0.017241379310344827,,57,57,,35.21666666666667,1
INC0000272,Group 3,2016-02-29 13:36:00,25.433333333333334,3.0,2.0,0.16666666666666666,1,0,0.5,,1,1,,360.3666666666667,0
INC0000278,Group 55,2016-02-29 13:48:00,1.0333333333333334,2.0,2.0,0.25,0,0,1.0,,0,0,,380.8,1
INC0000279,Group 70,2016-02-29 13:50:00,0.0,2.0,2.0,0.0,58,0,0.01694915254237288,,58,58,,174.11666666666667,1
INC0000280,Group 70,2016-02-29 13:50:00,0.03333333333333333,2.0,2.0,0.0,58,0,0.01694915254237288,,58,58,,70.7,1
INC0000282,Group 70,2016-02-29 13:52:00,0.03333333333333333,2.0,2.0,0.0,60,0,0.01639344262295082,,60,60,,19.533333333333335,1
INC0000283,Group 70,2016-02-29 13:54:00,0.03333333333333333,2.0,2.0,0.2833333333333333,61,0,0.016129032258064516,,61,61,,34.983333333333334,1
INC0000284,Group 28,2016-02-29 13:55:00,2.933333333333333,2.0,2.0,0.55,1,0,0.5,,1,1,,42.31666666666667,1
INC0000285,Group 70,2016-02-29 13:56:00,0.0,2.0,2.0,0.0,62,0,0.015873015873015872,,62,62,,74.18333333333334,1
INC0000286,Group 70,2016-02-29 13:56:00,0.45,2.0,2.0,0.13333333333333333,62,0,0.015873015873015872,,62,62,,526.5666666666667,1
INC0000292,Group 12,2016-02-29 14:04:00,2.8333333333333335,3.0,3.0,0.23333333333333334,3,0,0.25,,3,3,,16.75,1
INC0000294,Group 23,2016-02-29 14:06:00,0.05,2.0,2.0,0.13333333333333333,3,0,0.25,,3,3,,91.4,1
INC0000295,Group 23,2016-02-29 14:09:00,0.1,2.0,2.0,0.1,4,0,0.2,,4,4,,91.31666666666666,1
INC0000297,Group 23,2016-02-29 14:15:00,0.16666666666666666,2.0,2.0,0.03333333333333333,5,0,0.16666666666666666,,5,5,,72.73333333333333,1
INC0000298,Group 66,2016-02-29 14:16:00,0.23333333333333334,3.0,3.0,0.0,4,0,0.2,,4,4,,7056.416666666667,1
INC0000301,Group 67,2016-02-29 14:22:00,17.983333333333334,2.0,2.0,0.03333333333333333,0,0,1.0,,0,0,,57.11666666666667,1
INC0000303,Group 33,2016-02-29 14:23:00,1.5333333333333334,3.0,3.0,0.4666666666666667,1,0,0.5,,1,1,,241.93333333333334,1
INC0000302,Group 70,2016-02-29 14:23:00,0.08333333333333333,2.0,2.0,0.21666666666666667,64,0,0.015384615384615385,,64,64,,96.21666666666667,1
INC0000304,Group 23,2016-02-29 14:25:00,0.7833333333333333,2.0,2.0,0.05,6,0,0.14285714285714285,,6,6,,1.0833333333333333,1
INC0000306,Group 54,2016-02-29 14:28:00,2.716666666666667,2.0,2.0,0.25,20,0,0.047619047619047616,,20,20,,285.26666666666665,1
INC0000305,Group 70,2016-02-29 14:28:00,0.4166666666666667,2.0,2.0,0.48333333333333334,65,0,0.015151515151515152,,65,65,,211.95,1
INC0000307,Group 66,2016-02-29 14:30:00,0.05,3.0,3.0,0.0,5,0,0.16666666666666666,,5,5,,23.233333333333334,1
INC0000310,Group 66,2016-02-29 14:33:00,0.11666666666666667,3.0,3.0,0.0,6,0,0.14285714285714285,,6,6,,1346.4333333333334,1
INC0000315,Group 30,2016-02-29 14:37:00,0.7333333333333333,2.0,2.0,0.0,1,0,0.5,,1,1,,65.88333333333334,1
INC0000317,Group 66,2016-02-29 14:40:00,0.05,3.0,3.0,0.0,7,0,0.125,,7,7,,669.45,1
INC0000318,Group 66,2016-02-29 14:43:00,0.1,3.0,3.0,0.0,8,0,0.1111111111111111,,8,8,,378.1166666666667,1
INC0000319,Group 25,2016-02-29 14:44:00,3.85,2.0,2.0,0.1,3,0,0.25,,3,3,,405.7,1
INC0000324,Group 31,2016-02-29 14:47:00,0.45,2.0,3.0,0.31666666666666665,0,0,1.0,,0,0,,7122.283333333334,1
INC0000325,Group 66,2016-02-29 14:49:00,0.05,3.0,3.0,0.0,9,0,0.1,,9,9,,430.8666666666667,1
INC0000329,Group 55,2016-02-29 14:50:00,2.7,2.0,2.0,0.23333333333333334,1,0,0.5,,1,1,,337.51666666666665,1
INC0000330,Group 66,2016-02-29 14:52:00,0.06666666666666667,3.0,3.0,0.0,10,0,0.09090909090909091,,10,10,,1434.75,1
INC0000332,Group 70,2016-02-29 14:53:00,0.65,2.0,2.0,0.0,66,0,0.014925373134328358,,66,66,,185.33333333333334,1
INC0000333,Group 66,2016-02-29 14:56:00,0.11666666666666667,3.0,3.0,0.0,11,0,0.08333333333333333,,11,11,,242.4,1
INC0000336,Group 66,2016-02-29 15:03:00,0.06666666666666667,3.0,3.0,0.0,12,0,0.07692307692307693,,12,12,,2181.266666666667,1
INC0000337,Group 66,2016-02-29 15:07:00,0.05,2.0,2.0,0.0,13,0,0.07142857142857142,,13,13,,863.1333333333333,1
INC0000338,Group 66,2016-02-29 15:10:00,0.05,3.0,3.0,0.0,14,0,0.06666666666666667,,14,14,,3719.3333333333335,1
INC0000339,Group 23,2016-02-29 15:12:00,1.1,2.0,2.0,0.13333333333333333,7,0,0.125,,7,7,,0.3333333333333333,1
INC0000341,Group 66,2016-02-29 15:13:00,0.06666666666666667,3.0,3.0,0.0,15,0,0.0625,,15,15,,1434.4666666666667,1
INC0000343,Group 31,2016-02-29 15:14:00,0.13333333333333333,2.0,3.0,0.1,1,0,0.5,,1,1,,1170.3666666666666,1
INC0000346,Group 66,2016-02-29 15:17:00,0.11666666666666667,2.0,2.0,0.0,16,0,0.058823529411764705,,16,16,,504.78333333333336,1
INC0000345,?,2016-02-29 15:17:00,0.31666666666666665,2.0,2.0,0.05,0,0,1.0,,0,0,,0.11666666666666667,1
INC0000347,Group 30,2016-02-29 15:21:00,0.15,2.0,2.0,0.1,2,0,0.3333333333333333,,2,2,,68.4,1
INC0000348,Group 31,2016-02-29 15:22:00,0.25,2.0,3.0,0.08333333333333333,2,0,0.3333333333333333,,2,2,,3210.0833333333335,1
INC0000351,Group 66,2016-02-29 15:24:00,6.333333333333333,3.0,3.0,0.0,17,0,0.05555555555555555,,17,17,,60.13333333333333,1
INC0000355,Group 30,2016-02-29 15:30:00,0.38333333333333336,2.0,2.0,0.03333333333333333,3,0,0.25,,3,3,,16.633333333333333,1
INC0000356,Group 70,2016-02-29 15:32:00,0.03333333333333333,2.0,2.0,0.1,67,0,0.014705882352941176,,67,67,,48.85,1
INC0000357,Group 70,2016-02-29 15:34:00,0.4166666666666667,2.0,2.0,0.0,68,0,0.014492753623188406,,68,68,,0.38333333333333336,1
INC0000358,?,2016-02-29 15:36:00,20.85,3.0,2.0,0.1,1,0,0.5,,1,1,,44.4,1
INC0000359,Group 31,2016-02-29 15:37:00,0.13333333333333333,2.0,3.0,0.05,3,0,0.25,,3,3,,671.1833333333333,1
INC0000361,Group 53,2016-02-29 15:38:00,23.916666666666668,2.0,2.0,0.21666666666666667,0,0,1.0,,0,0,,48.916666666666664,1
INC0000363,Group 31,2016-02-29 15:45:00,0.13333333333333333,2.0,3.0,0.08333333333333333,4,0,0.2,,4,4,,698.0166666666667,1
INC0000369,Group 39,2016-02-29 15:48:00,1.4333333333333333,2.0,2.0,0.36666666666666664,0,0,1.0,,0,0,,16.416666666666668,1
INC0000370,Group 30,2016-02-29 15:53:00,2.0,1.0,1.0,0.08333333333333333,4,0,0.2,,4,4,,63.516666666666666,1
INC0000371,Group 31,2016-02-29 15:53:00,0.26666666666666666,2.0,3.0,0.23333333333333334,5,0,0.16666666666666666,,5,5,,1919.25,1
INC0000372,Group 29,2016-02-29 15:54:00,23.5,2.0,2.0,0.18333333333333332,1,0,0.5,,1,1,,162.0,1
INC0000373,Group 33,2016-02-29 15:55:00,0.8,3.0,3.0,0.2,2,0,0.3333333333333333,,2,2,,528.0666666666667,1
INC0000374,Group 70,2016-02-29 15:59:00,0.5166666666666667,2.0,2.0,0.0,69,0,0.014285714285714285,,69,69,,64.73333333333333,1
INC0000375,Group 31,2016-02-29 16:09:00,0.23333333333333334,2.0,3.0,0.08333333333333333,6,0,0.14285714285714285,,6,6,,762.05,1
INC0000376,Group 72,2016-02-29 16:15:00,16.45,2.0,2.0,0.0,2,0,0.3333333333333333,,2,2,,23.366666666666667,1
INC0000377,Group 23,2016-02-29 16:18:00,0.3333333333333333,3.0,2.0,0.11666666666666667,8,0,0.1111111111111111,,8,8,,210.31666666666666,1
INC0000378,Group 31,2016-02-29 16:23:00,16.933333333333334,2.0,2.0,0.08333333333333333,7,0,0.125,,7,7,,73.71666666666667,1
INC0000379,Group 56,2016-02-29 16:25:00,5.483333333333333,2.0,2.0,0.1,1,0,0.5,,1,1,,23.166666666666668,1
INC0000384,Group 70,2016-02-29 16:30:00,1.3,2.0,2.0,0.0,70,0,0.014084507042253521,,70,70,,166.75,1
INC0000385,Group 76,2016-02-29 16:31:00,23.216666666666665,2.0,2.0,0.0,0,0,1.0,,0,0,,241.1,1
INC0000387,Group 23,2016-02-29 16:38:00,0.4666666666666667,2.0,2.0,0.13333333333333333,9,0,0.1,,9,9,,47.916666666666664,1
INC0000388,Group 33,2016-02-29 16:43:00,8.983333333333333,2.0,2.0,0.1,3,0,0.25,,3,3,,32.916666666666664,1
INC0000392,Group 28,2016-02-29 16:51:00,15.083333333333334,2.0,2.0,0.2,2,0,0.3333333333333333,,2,2,,25.2,1
INC0000393,Group 12,2016-02-29 16:54:00,5.433333333333334,2.0,2.0,0.21666666666666667,4,0,0.2,,4,4,,351.51666666666665,1
INC0000395,Group 23,2016-02-29 17:06:00,0.5333333333333333,2.0,2.0,0.06666666666666667,10,0,0.09090909090909091,,10,10,,23.3,1
INC0000396,Group 54,2016-02-29 17:11:00,15.866666666666667,2.0,2.0,0.0,21,0,0.045454545454545456,,21,21,,72.43333333333334,1
INC0000398,Group 39,2016-02-29 17:14:00,17.783333333333335,2.0,2.0,0.25,1,0,0.5,,1,1,,3.3333333333333335,1
INC0000400,Group 55,2016-02-29 17:32:00,7.983333333333333,2.0,2.0,0.0,2,0,0.3333333333333333,,2,2,,1040.95,1
INC0000401,Group 23,2016-02-29 17:38:00,15.966666666666667,2.0,2.0,0.2833333333333333,11,0,0.08333333333333333,,11,11,,5.816666666666666,1
INC0000403,Group 70,2016-02-29 17:48:00,5.8,2.0,2.0,0.06666666666666667,71,0,0.013888888888888888,,71,71,,0.3333333333333333,1
INC0000405,Group 30,2016-02-29 17:53:00,15.366666666666667,2.0,2.0,0.08333333333333333,5,0,0.16666666666666666,,5,5,,50.68333333333333,1
INC0000418,Group 25,2016-02-29 18:35:00,0.016666666666666666,2.0,2.0,0.15,4,0,0.2,,4,4,,548.0166666666667,1
INC0000419,Group 25,2016-02-29 18:36:00,5.283333333333333,2.0,2.0,0.13333333333333333,5,0,0.16666666666666666,,5,5,,421.9166666666667,1
INC0000425,Group 65,2016-02-29 19:41:00,14.583333333333334,2.0,2.0,0.18333333333333332,3,0,0.25,,3,3,,384.9166666666667,1
INC0000433,Group 61,2016-02-29 20:32:00,397.48333333333335,1.0,1.0,0.43333333333333335,0,0,1.0,,0,0,,310.5,0
INC0000434,Group 24,2016-02-29 21:00:00,4.6,2.0,2.0,0.16666666666666666,3,0,0.25,,3,3,,7.583333333333333,1
